Days Since Servicing,Warranty Status,Days Since Purchase,Company,Status
518.0,True,548.0,4,No servicing required
669.0,True,975.0,4,Delay for servicing
448.0,True,755.0,4,Service required soon
313.0,True,914.0,3,Urgent Servicing Required
32.0,True,688.0,2,No servicing required
132.0,True,653.0,1,No servicing required
162.0,False,271.0,2,Perfect
500.0,True,508.0,1,No servicing required
863.0,True,973.0,2,Delay for servicing
326.0,True,683.0,2,No servicing required
142.0,True,896.0,3,Service required soon
488.0,False,945.0,2,Delay for servicing
226.0,True,780.0,4,Service required soon
211.0,False,594.0,2,No servicing required
226.0,True,732.0,2,No servicing required
341.0,True,518.0,1,No servicing required
243.0,True,887.0,4,Urgent Servicing Required
47.0,True,484.0,2,No servicing required
385.0,False,474.0,4,No servicing required
530.0,True,655.0,4,Service required soon
824.0,False,894.0,2,Delay for servicing
330.0,True,919.0,2,Urgent Servicing Required
446.0,True,922.0,4,Urgent Servicing Required
361.0,True,760.0,2,Service required soon
119.0,False,599.0,2,No servicing required
178.0,True,238.0,4,Perfect
907.0,True,935.0,2,Delay for servicing
483.0,False,656.0,2,Service required soon
749.0,True,891.0,3,Urgent Servicing Required
227.0,True,309.0,1,Perfect
50.0,True,986.0,4,Urgent Servicing Required
848.0,True,948.0,4,Delay for servicing
260.0,True,269.0,3,Perfect
439.0,True,474.0,1,No servicing required
190.0,False,361.0,4,No servicing required
23.0,True,81.0,3,Perfect
546.0,True,859.0,2,Urgent Servicing Required
256.0,True,588.0,4,No servicing required
173.0,True,405.0,3,No servicing required
24.0,True,286.0,4,Perfect
564.0,True,868.0,4,Urgent Servicing Required
427.0,True,711.0,4,Service required soon
260.0,True,838.0,3,Service required soon
211.0,False,996.0,1,Delay for servicing
17.0,True,683.0,3,No servicing required
184.0,True,493.0,2,No servicing required
95.0,True,234.0,2,Perfect
62.0,False,655.0,4,Service required soon
288.0,True,864.0,1,Service required soon
179.0,True,978.0,4,Urgent Servicing Required
53.0,False,387.0,2,No servicing required
486.0,True,765.0,2,Service required soon
145.0,False,835.0,4,Urgent Servicing Required
678.0,True,683.0,3,Service required soon
122.0,True,898.0,3,Service required soon
198.0,False,746.0,1,Service required soon
359.0,False,671.0,3,Service required soon
248.0,False,498.0,1,No servicing required
651.0,False,986.0,3,Ground
481.0,True,766.0,3,Service required soon
173.0,False,971.0,1,Delay for servicing
501.0,False,742.0,3,Urgent Servicing Required
99.0,True,456.0,2,No servicing required
331.0,True,463.0,4,No servicing required
220.0,False,246.0,1,Perfect
254.0,False,492.0,3,No servicing required
659.0,False,695.0,3,Urgent Servicing Required
270.0,True,703.0,4,Service required soon
828.0,False,971.0,3,Ground
490.0,False,973.0,1,Delay for servicing
81.0,False,353.0,4,No servicing required
131.0,False,572.0,2,No servicing required
145.0,False,197.0,3,Perfect
474.0,True,531.0,1,No servicing required
719.0,True,870.0,4,Urgent Servicing Required
35.0,True,723.0,1,No servicing required
243.0,False,884.0,2,Urgent Servicing Required
283.0,False,457.0,2,No servicing required
125.0,True,684.0,4,No servicing required
701.0,True,959.0,1,Delay for servicing
864.0,False,964.0,4,Ground
248.0,True,830.0,4,Service required soon
50.0,False,633.0,2,No servicing required
580.0,True,993.0,3,Delay for servicing
185.0,True,250.0,1,Perfect
361.0,True,409.0,4,No servicing required
434.0,False,652.0,4,Service required soon
63.0,True,480.0,2,No servicing required
442.0,False,820.0,2,Urgent Servicing Required
693.0,True,858.0,1,Urgent Servicing Required
171.0,True,243.0,3,Perfect
520.0,True,992.0,2,Urgent Servicing Required
808.0,True,924.0,3,Delay for servicing
318.0,False,771.0,1,Service required soon
109.0,True,655.0,2,No servicing required
504.0,True,516.0,2,No servicing required
212.0,True,703.0,1,No servicing required
271.0,True,684.0,4,No servicing required
365.0,False,502.0,1,No servicing required
184.0,False,669.0,1,Service required soon
168.0,False,232.0,4,Perfect
13.0,False,78.0,1,Perfect
64.0,True,474.0,3,No servicing required
300.0,False,419.0,4,No servicing required
83.0,True,910.0,1,Service required soon
405.0,False,826.0,3,Urgent Servicing Required
53.0,True,228.0,2,Perfect
561.0,False,948.0,2,Delay for servicing
672.0,True,879.0,1,Urgent Servicing Required
413.0,True,666.0,1,No servicing required
718.0,True,985.0,4,Delay for servicing
17.0,False,679.0,3,Service required soon
31.0,False,587.0,4,No servicing required
100.0,True,856.0,2,Service required soon
83.0,True,297.0,3,Perfect
323.0,True,978.0,2,Urgent Servicing Required
23.0,True,305.0,1,Perfect
238.0,False,838.0,2,Urgent Servicing Required
17.0,False,94.0,4,Perfect
154.0,True,863.0,2,Service required soon
333.0,True,989.0,1,Urgent Servicing Required
141.0,True,940.0,4,Urgent Servicing Required
346.0,True,718.0,4,Service required soon
391.0,True,598.0,2,No servicing required
105.0,True,874.0,2,Service required soon
633.0,True,947.0,3,Delay for servicing
510.0,True,720.0,3,Service required soon
651.0,True,752.0,1,Service required soon
71.0,True,589.0,4,No servicing required
248.0,True,868.0,1,Service required soon
278.0,True,359.0,1,Perfect
503.0,True,741.0,3,Service required soon
276.0,True,292.0,4,Perfect
829.0,True,924.0,3,Delay for servicing
609.0,True,764.0,1,Service required soon
479.0,True,543.0,2,No servicing required
414.0,False,551.0,3,Service required soon
871.0,True,914.0,2,Delay for servicing
60.0,True,136.0,2,Perfect
12.0,False,325.0,1,Perfect
57.0,True,385.0,3,Perfect
675.0,True,727.0,4,Service required soon
63.0,True,941.0,1,Service required soon
396.0,False,454.0,2,No servicing required
383.0,True,830.0,4,Urgent Servicing Required
47.0,False,95.0,4,Perfect
169.0,True,209.0,3,Perfect
126.0,True,967.0,1,Urgent Servicing Required
544.0,True,612.0,1,No servicing required
739.0,True,814.0,4,Urgent Servicing Required
297.0,True,869.0,2,Service required soon
586.0,True,963.0,2,Delay for servicing
47.0,True,975.0,1,Service required soon
225.0,True,694.0,4,No servicing required
890.0,False,912.0,1,Delay for servicing
321.0,True,960.0,1,Urgent Servicing Required
116.0,True,396.0,2,Perfect
789.0,True,980.0,3,Delay for servicing
82.0,True,335.0,1,Perfect
215.0,False,893.0,1,Urgent Servicing Required
103.0,True,282.0,3,Perfect
175.0,True,780.0,4,Service required soon
105.0,True,607.0,3,No servicing required
425.0,True,572.0,1,No servicing required
307.0,True,696.0,4,No servicing required
254.0,True,705.0,2,No servicing required
800.0,True,935.0,4,Delay for servicing
83.0,False,237.0,4,Perfect
70.0,True,135.0,2,Perfect
123.0,True,482.0,4,No servicing required
358.0,True,841.0,4,Urgent Servicing Required
815.0,True,876.0,3,Delay for servicing
165.0,True,602.0,3,No servicing required
77.0,False,826.0,3,Urgent Servicing Required
27.0,True,667.0,3,No servicing required
518.0,True,668.0,3,Service required soon
253.0,True,744.0,2,No servicing required
418.0,True,479.0,3,No servicing required
1.0,True,957.0,1,Service required soon
420.0,True,518.0,1,No servicing required
272.0,True,950.0,4,Urgent Servicing Required
244.0,True,319.0,4,Perfect
479.0,True,965.0,4,Delay for servicing
272.0,True,367.0,2,Perfect
577.0,False,791.0,2,Urgent Servicing Required
255.0,True,548.0,4,No servicing required
632.0,True,681.0,3,Service required soon
324.0,False,630.0,2,Service required soon
674.0,False,705.0,4,Urgent Servicing Required
155.0,True,404.0,1,Perfect
448.0,True,905.0,4,Urgent Servicing Required
79.0,True,809.0,1,Service required soon
549.0,False,627.0,2,Service required soon
22.0,False,391.0,2,No servicing required
397.0,False,677.0,1,Service required soon
488.0,False,628.0,1,Service required soon
552.0,False,639.0,3,Service required soon
37.0,True,757.0,1,No servicing required
156.0,True,383.0,4,No servicing required
322.0,True,691.0,2,No servicing required
71.0,True,229.0,2,Perfect
234.0,False,764.0,4,Urgent Servicing Required
291.0,False,390.0,3,No servicing required
520.0,False,607.0,1,Service required soon
51.0,False,339.0,1,Perfect
249.0,True,888.0,2,Service required soon
616.0,True,974.0,1,Urgent Servicing Required
266.0,False,777.0,2,Urgent Servicing Required
150.0,True,449.0,1,Perfect
667.0,True,715.0,1,Service required soon
723.0,True,818.0,3,Urgent Servicing Required
758.0,False,983.0,4,Ground
280.0,False,366.0,2,No servicing required
210.0,False,859.0,2,Urgent Servicing Required
801.0,True,937.0,2,Delay for servicing
509.0,True,914.0,2,Urgent Servicing Required
587.0,True,982.0,1,Urgent Servicing Required
699.0,True,970.0,3,Delay for servicing
89.0,True,803.0,1,Service required soon
118.0,True,799.0,1,No servicing required
342.0,True,409.0,4,No servicing required
919.0,True,951.0,2,Delay for servicing
647.0,True,911.0,3,Delay for servicing
321.0,True,630.0,3,No servicing required
51.0,True,205.0,2,Perfect
41.0,True,701.0,2,No servicing required
663.0,True,683.0,1,Service required soon
744.0,False,846.0,1,Delay for servicing
28.0,True,935.0,1,Service required soon
599.0,True,651.0,1,No servicing required
668.0,True,730.0,3,Service required soon
703.0,False,945.0,1,Delay for servicing
176.0,True,663.0,4,No servicing required
44.0,True,817.0,3,Service required soon
71.0,False,309.0,3,No servicing required
276.0,True,533.0,1,No servicing required
144.0,True,871.0,4,Service required soon
339.0,False,606.0,4,Service required soon
139.0,False,473.0,3,No servicing required
356.0,True,720.0,4,Service required soon
81.0,False,400.0,3,No servicing required
98.0,True,900.0,3,Urgent Servicing Required
455.0,False,932.0,1,Delay for servicing
38.0,False,306.0,1,Perfect
523.0,True,928.0,1,Urgent Servicing Required
171.0,True,686.0,3,No servicing required
355.0,False,798.0,2,Urgent Servicing Required
196.0,False,516.0,1,No servicing required
37.0,False,391.0,2,No servicing required
387.0,False,779.0,1,Urgent Servicing Required
301.0,False,541.0,3,No servicing required
249.0,True,602.0,2,No servicing required
260.0,True,822.0,2,Service required soon
14.0,True,646.0,4,No servicing required
129.0,True,561.0,1,No servicing required
465.0,True,967.0,4,Delay for servicing
253.0,True,561.0,1,No servicing required
480.0,False,643.0,3,Service required soon
103.0,False,940.0,2,Urgent Servicing Required
620.0,True,635.0,4,Service required soon
149.0,False,171.0,1,Perfect
460.0,True,495.0,3,No servicing required
378.0,False,573.0,2,No servicing required
677.0,True,852.0,1,Urgent Servicing Required
438.0,False,895.0,1,Urgent Servicing Required
194.0,False,961.0,3,Delay for servicing
42.0,True,289.0,1,Perfect
11.0,True,892.0,3,Service required soon
87.0,True,166.0,1,Perfect
108.0,False,189.0,2,Perfect
120.0,True,263.0,1,Perfect
60.0,True,902.0,4,Urgent Servicing Required
306.0,True,843.0,1,Service required soon
761.0,False,826.0,2,Delay for servicing
413.0,True,425.0,1,No servicing required
172.0,True,423.0,4,No servicing required
402.0,True,761.0,2,Service required soon
582.0,True,589.0,2,No servicing required
216.0,True,508.0,2,No servicing required
597.0,True,899.0,2,Urgent Servicing Required
34.0,False,252.0,4,Perfect
490.0,False,784.0,3,Urgent Servicing Required
175.0,True,887.0,1,Service required soon
635.0,False,645.0,4,Service required soon
422.0,True,454.0,2,No servicing required
218.0,False,618.0,2,No servicing required
608.0,True,872.0,2,Urgent Servicing Required
185.0,False,240.0,4,Perfect
18.0,True,613.0,4,No servicing required
785.0,True,898.0,4,Delay for servicing
113.0,True,914.0,2,Service required soon
1.0,True,967.0,2,Urgent Servicing Required
148.0,True,351.0,4,Perfect
701.0,True,781.0,4,Urgent Servicing Required
26.0,True,695.0,3,No servicing required
519.0,False,779.0,4,Urgent Servicing Required
651.0,True,778.0,3,Urgent Servicing Required
153.0,False,256.0,1,Perfect
427.0,True,799.0,3,Service required soon
333.0,True,378.0,1,Perfect
617.0,True,759.0,2,Service required soon
343.0,False,914.0,1,Delay for servicing
856.0,True,905.0,4,Delay for servicing
78.0,True,398.0,1,Perfect
703.0,True,813.0,1,Urgent Servicing Required
116.0,True,155.0,3,Perfect
283.0,True,977.0,3,Urgent Servicing Required
632.0,True,699.0,1,Service required soon
236.0,False,417.0,3,No servicing required
621.0,True,834.0,1,Service required soon
290.0,True,389.0,1,Perfect
307.0,True,888.0,3,Urgent Servicing Required
94.0,False,287.0,2,Perfect
339.0,True,613.0,4,No servicing required
273.0,True,466.0,4,No servicing required
296.0,True,682.0,4,No servicing required
385.0,True,724.0,2,Service required soon
200.0,True,705.0,1,No servicing required
753.0,True,829.0,3,Urgent Servicing Required
466.0,False,657.0,3,Service required soon
51.0,True,316.0,2,Perfect
216.0,False,363.0,3,No servicing required
496.0,True,962.0,3,Delay for servicing
841.0,True,984.0,3,Delay for servicing
343.0,True,444.0,4,No servicing required
145.0,False,389.0,2,No servicing required
103.0,True,139.0,2,Perfect
49.0,True,334.0,3,Perfect
709.0,True,999.0,2,Delay for servicing
50.0,True,387.0,1,Perfect
372.0,False,458.0,1,No servicing required
471.0,True,592.0,2,No servicing required
534.0,True,714.0,2,Service required soon
489.0,True,613.0,4,No servicing required
211.0,True,857.0,1,Service required soon
922.0,True,967.0,1,Delay for servicing
398.0,True,546.0,3,No servicing required
51.0,True,287.0,4,Perfect
875.0,True,930.0,1,Delay for servicing
163.0,True,715.0,2,No servicing required
9.0,False,922.0,1,Urgent Servicing Required
582.0,False,814.0,1,Urgent Servicing Required
304.0,True,718.0,1,No servicing required
750.0,False,939.0,4,Ground
188.0,True,327.0,1,Perfect
91.0,True,689.0,1,No servicing required
35.0,True,380.0,3,Perfect
672.0,False,936.0,1,Delay for servicing
133.0,True,568.0,4,No servicing required
494.0,True,807.0,3,Urgent Servicing Required
549.0,True,846.0,1,Service required soon
835.0,True,837.0,3,Urgent Servicing Required
510.0,False,668.0,1,Service required soon
482.0,True,934.0,4,Urgent Servicing Required
534.0,True,698.0,2,No servicing required
322.0,True,903.0,2,Urgent Servicing Required
736.0,True,749.0,1,Service required soon
289.0,True,712.0,3,Service required soon
236.0,False,727.0,4,Service required soon
630.0,True,647.0,4,Service required soon
160.0,True,242.0,4,Perfect
326.0,False,993.0,3,Delay for servicing
26.0,False,811.0,2,Service required soon
294.0,False,863.0,3,Urgent Servicing Required
93.0,True,246.0,3,Perfect
839.0,False,943.0,2,Delay for servicing
93.0,True,655.0,4,No servicing required
435.0,True,866.0,4,Urgent Servicing Required
553.0,True,821.0,4,Urgent Servicing Required
82.0,True,355.0,3,Perfect
292.0,True,755.0,3,Service required soon
289.0,True,339.0,4,Perfect
171.0,True,823.0,2,Service required soon
658.0,False,675.0,2,Urgent Servicing Required
247.0,True,884.0,2,Service required soon
338.0,True,860.0,1,Service required soon
112.0,False,363.0,4,No servicing required
663.0,False,846.0,1,Urgent Servicing Required
125.0,True,853.0,4,Service required soon
131.0,True,599.0,2,No servicing required
169.0,False,730.0,4,Service required soon
514.0,True,781.0,3,Service required soon
136.0,False,900.0,3,Delay for servicing
202.0,True,778.0,3,Service required soon
121.0,True,251.0,3,Perfect
361.0,False,869.0,3,Delay for servicing
9.0,True,864.0,4,Service required soon
331.0,True,899.0,4,Urgent Servicing Required
19.0,True,69.0,3,Perfect
195.0,True,441.0,4,No servicing required
77.0,False,677.0,2,Service required soon
314.0,False,364.0,1,No servicing required
215.0,False,985.0,2,Delay for servicing
501.0,True,809.0,1,Service required soon
229.0,True,409.0,1,Perfect
158.0,True,433.0,2,No servicing required
777.0,False,821.0,1,Delay for servicing
733.0,True,937.0,2,Urgent Servicing Required
691.0,True,835.0,1,Urgent Servicing Required
693.0,True,828.0,1,Urgent Servicing Required
174.0,True,858.0,3,Service required soon
215.0,False,278.0,2,Perfect
43.0,False,504.0,2,No servicing required
236.0,False,282.0,3,No servicing required
200.0,False,447.0,4,No servicing required
322.0,True,845.0,3,Service required soon
90.0,True,442.0,2,Perfect
795.0,True,891.0,3,Urgent Servicing Required
62.0,False,625.0,4,Service required soon
259.0,True,779.0,1,Service required soon
151.0,True,159.0,3,Perfect
344.0,True,499.0,4,No servicing required
124.0,True,581.0,3,No servicing required
80.0,True,605.0,2,No servicing required
61.0,True,283.0,1,Perfect
303.0,False,848.0,4,Urgent Servicing Required
15.0,True,126.0,3,Perfect
267.0,True,681.0,1,No servicing required
95.0,True,604.0,1,No servicing required
686.0,True,774.0,4,Urgent Servicing Required
21.0,True,550.0,3,No servicing required
296.0,True,388.0,4,No servicing required
44.0,False,657.0,4,Service required soon
214.0,True,330.0,3,Perfect
446.0,True,907.0,4,Urgent Servicing Required
225.0,True,671.0,4,No servicing required
115.0,True,120.0,4,Perfect
124.0,True,141.0,4,Perfect
4.0,True,635.0,2,No servicing required
223.0,False,556.0,1,No servicing required
748.0,False,896.0,3,Delay for servicing
11.0,False,64.0,3,Perfect
84.0,False,835.0,1,Service required soon
173.0,True,418.0,2,No servicing required
36.0,False,378.0,3,No servicing required
312.0,False,686.0,1,Service required soon
176.0,True,724.0,2,No servicing required
308.0,False,468.0,3,No servicing required
121.0,True,788.0,2,No servicing required
139.0,False,425.0,1,No servicing required
370.0,True,496.0,4,No servicing required
377.0,True,581.0,4,No servicing required
365.0,True,737.0,4,Service required soon
240.0,True,934.0,1,Service required soon
152.0,True,263.0,3,Perfect
351.0,True,633.0,2,No servicing required
742.0,False,753.0,1,Urgent Servicing Required
32.0,True,261.0,2,Perfect
287.0,True,988.0,4,Urgent Servicing Required
448.0,False,495.0,3,No servicing required
367.0,True,695.0,3,No servicing required
145.0,True,704.0,1,No servicing required
495.0,True,702.0,2,Service required soon
104.0,True,224.0,2,Perfect
59.0,True,457.0,4,No servicing required
125.0,True,748.0,1,No servicing required
64.0,True,298.0,1,Perfect
57.0,True,291.0,1,Perfect
60.0,True,407.0,2,Perfect
607.0,False,699.0,3,Urgent Servicing Required
9.0,True,391.0,4,Perfect
549.0,False,745.0,2,Urgent Servicing Required
248.0,True,662.0,1,No servicing required
319.0,False,378.0,2,No servicing required
251.0,False,862.0,1,Urgent Servicing Required
267.0,False,599.0,4,Service required soon
7.0,True,891.0,3,Service required soon
151.0,True,318.0,4,Perfect
525.0,True,717.0,1,Service required soon
193.0,True,349.0,4,Perfect
60.0,False,597.0,1,No servicing required
167.0,True,650.0,3,No servicing required
439.0,False,582.0,4,Service required soon
597.0,True,693.0,4,Service required soon
247.0,True,333.0,1,Perfect
75.0,False,706.0,1,Service required soon
245.0,True,679.0,1,No servicing required
56.0,True,208.0,3,Perfect
573.0,True,725.0,3,Service required soon
323.0,True,465.0,3,No servicing required
924.0,False,925.0,3,Ground
681.0,False,942.0,4,Ground
415.0,True,426.0,4,No servicing required
446.0,True,976.0,3,Delay for servicing
634.0,True,806.0,4,Urgent Servicing Required
69.0,True,269.0,4,Perfect
284.0,True,324.0,1,Perfect
96.0,False,512.0,2,No servicing required
455.0,False,738.0,2,Urgent Servicing Required
625.0,True,670.0,4,Service required soon
458.0,True,992.0,3,Delay for servicing
552.0,True,601.0,4,Service required soon
261.0,False,568.0,3,No servicing required
243.0,False,948.0,2,Delay for servicing
472.0,False,788.0,2,Urgent Servicing Required
607.0,False,656.0,4,Urgent Servicing Required
123.0,False,937.0,2,Urgent Servicing Required
32.0,True,971.0,2,Urgent Servicing Required
305.0,True,601.0,2,No servicing required
736.0,True,980.0,2,Delay for servicing
212.0,True,274.0,3,Perfect
239.0,True,568.0,4,No servicing required
331.0,False,682.0,1,Service required soon
737.0,False,925.0,1,Delay for servicing
521.0,True,901.0,2,Urgent Servicing Required
146.0,True,522.0,3,No servicing required
524.0,True,978.0,1,Urgent Servicing Required
698.0,True,909.0,2,Urgent Servicing Required
51.0,True,946.0,2,Service required soon
321.0,False,805.0,3,Urgent Servicing Required
628.0,True,922.0,2,Urgent Servicing Required
1.0,True,590.0,2,No servicing required
235.0,True,961.0,3,Urgent Servicing Required
404.0,False,632.0,2,Service required soon
381.0,True,618.0,3,No servicing required
654.0,False,681.0,3,Urgent Servicing Required
519.0,True,801.0,2,Service required soon
530.0,True,911.0,4,Urgent Servicing Required
12.0,True,700.0,1,No servicing required
166.0,False,175.0,1,Perfect
72.0,True,97.0,4,Perfect
65.0,True,146.0,1,Perfect
69.0,True,963.0,2,Urgent Servicing Required
460.0,True,507.0,3,No servicing required
319.0,False,985.0,4,Delay for servicing
95.0,False,387.0,1,No servicing required
630.0,True,963.0,2,Delay for servicing
725.0,True,729.0,4,Service required soon
580.0,False,884.0,3,Delay for servicing
171.0,True,242.0,1,Perfect
155.0,True,899.0,2,Service required soon
338.0,True,367.0,3,No servicing required
731.0,False,939.0,3,Delay for servicing
221.0,True,715.0,3,No servicing required
470.0,False,630.0,4,Service required soon
267.0,True,955.0,4,Urgent Servicing Required
511.0,False,978.0,4,Ground
692.0,True,698.0,2,Service required soon
664.0,False,901.0,3,Delay for servicing
190.0,True,563.0,1,No servicing required
330.0,True,800.0,2,Service required soon
266.0,True,962.0,1,Urgent Servicing Required
58.0,True,952.0,2,Urgent Servicing Required
115.0,True,936.0,2,Service required soon
286.0,False,965.0,4,Delay for servicing
465.0,True,765.0,2,Service required soon
602.0,True,931.0,4,Delay for servicing
437.0,True,672.0,1,No servicing required
119.0,True,229.0,1,Perfect
528.0,True,552.0,3,No servicing required
431.0,False,858.0,3,Delay for servicing
501.0,True,995.0,3,Delay for servicing
349.0,True,721.0,3,Service required soon
401.0,True,942.0,1,Urgent Servicing Required
383.0,True,946.0,1,Urgent Servicing Required
291.0,True,576.0,4,No servicing required
317.0,True,761.0,3,Service required soon
399.0,False,584.0,4,Service required soon
736.0,True,885.0,3,Urgent Servicing Required
409.0,True,440.0,4,No servicing required
270.0,True,462.0,1,No servicing required
479.0,False,731.0,1,Service required soon
91.0,False,292.0,3,Perfect
421.0,True,581.0,2,No servicing required
345.0,False,638.0,4,Service required soon
759.0,False,909.0,4,Ground
94.0,True,952.0,1,Urgent Servicing Required
240.0,False,751.0,1,Service required soon
731.0,True,950.0,2,Delay for servicing
348.0,True,998.0,2,Urgent Servicing Required
665.0,False,824.0,4,Delay for servicing
621.0,False,727.0,2,Urgent Servicing Required
306.0,True,382.0,3,No servicing required
610.0,True,632.0,2,No servicing required
299.0,True,805.0,2,Service required soon
276.0,True,471.0,3,No servicing required
722.0,False,938.0,3,Delay for servicing
8.0,True,704.0,4,No servicing required
510.0,True,696.0,1,No servicing required
595.0,True,900.0,1,Urgent Servicing Required
228.0,False,705.0,1,Service required soon
180.0,True,516.0,3,No servicing required
19.0,True,972.0,3,Urgent Servicing Required
324.0,False,807.0,1,Urgent Servicing Required
406.0,True,821.0,4,Urgent Servicing Required
463.0,False,933.0,3,Delay for servicing
673.0,True,926.0,4,Delay for servicing
4.0,True,277.0,1,Perfect
807.0,True,895.0,1,Urgent Servicing Required
49.0,True,140.0,1,Perfect
62.0,False,850.0,4,Urgent Servicing Required
482.0,True,768.0,4,Service required soon
190.0,True,244.0,4,Perfect
974.0,False,989.0,2,Ground
15.0,False,836.0,3,Urgent Servicing Required
293.0,False,700.0,1,Service required soon
265.0,False,934.0,3,Delay for servicing
187.0,True,369.0,1,Perfect
34.0,True,746.0,3,No servicing required
336.0,True,891.0,2,Service required soon
356.0,True,893.0,3,Urgent Servicing Required
451.0,True,577.0,3,No servicing required
188.0,True,605.0,2,No servicing required
211.0,True,447.0,1,Perfect
285.0,False,375.0,4,No servicing required
508.0,True,953.0,4,Delay for servicing
336.0,True,770.0,1,Service required soon
248.0,True,446.0,1,Perfect
332.0,True,976.0,4,Urgent Servicing Required
9.0,True,318.0,3,Perfect
357.0,True,873.0,1,Service required soon
787.0,False,901.0,3,Ground
95.0,True,654.0,4,No servicing required
614.0,True,707.0,4,Service required soon
455.0,True,486.0,1,No servicing required
224.0,True,252.0,2,Perfect
523.0,True,820.0,2,Service required soon
36.0,False,744.0,3,Service required soon
84.0,False,681.0,3,Service required soon
280.0,True,865.0,2,Service required soon
80.0,False,482.0,1,No servicing required
118.0,True,791.0,1,No servicing required
112.0,False,545.0,2,No servicing required
483.0,False,911.0,3,Delay for servicing
689.0,True,963.0,4,Delay for servicing
447.0,False,744.0,1,Service required soon
37.0,True,784.0,4,Service required soon
168.0,True,639.0,3,No servicing required
536.0,False,679.0,1,Service required soon
566.0,True,627.0,2,No servicing required
36.0,False,174.0,2,Perfect
466.0,False,575.0,2,Service required soon
668.0,True,704.0,4,Service required soon
70.0,True,583.0,1,No servicing required
195.0,True,832.0,4,Service required soon
467.0,True,624.0,4,No servicing required
577.0,True,918.0,2,Urgent Servicing Required
65.0,False,605.0,3,No servicing required
212.0,True,882.0,1,Service required soon
202.0,True,797.0,4,Service required soon
21.0,True,661.0,3,No servicing required
179.0,True,436.0,2,No servicing required
551.0,True,944.0,1,Urgent Servicing Required
114.0,False,188.0,4,Perfect
247.0,True,705.0,3,No servicing required
519.0,True,796.0,2,Service required soon
638.0,True,775.0,4,Urgent Servicing Required
520.0,True,581.0,2,No servicing required
626.0,True,657.0,4,Service required soon
626.0,True,851.0,3,Urgent Servicing Required
591.0,False,692.0,4,Urgent Servicing Required
295.0,True,327.0,1,Perfect
34.0,True,917.0,1,Service required soon
303.0,True,869.0,4,Urgent Servicing Required
346.0,True,975.0,4,Urgent Servicing Required
521.0,True,659.0,4,Service required soon
393.0,False,884.0,1,Urgent Servicing Required
842.0,True,889.0,3,Delay for servicing
162.0,True,272.0,3,Perfect
353.0,True,708.0,1,No servicing required
194.0,True,637.0,1,No servicing required
180.0,False,332.0,2,No servicing required
433.0,True,835.0,2,Service required soon
507.0,False,870.0,4,Delay for servicing
56.0,True,66.0,4,Perfect
166.0,True,801.0,3,Service required soon
36.0,False,557.0,1,No servicing required
149.0,True,677.0,1,No servicing required
258.0,True,753.0,1,Service required soon
530.0,True,943.0,3,Urgent Servicing Required
106.0,True,634.0,2,No servicing required
289.0,True,822.0,4,Service required soon
218.0,False,817.0,3,Urgent Servicing Required
375.0,True,970.0,1,Urgent Servicing Required
267.0,True,673.0,1,No servicing required
120.0,True,575.0,2,No servicing required
394.0,False,458.0,3,No servicing required
599.0,True,647.0,3,No servicing required
85.0,True,213.0,4,Perfect
122.0,True,791.0,4,Service required soon
752.0,True,782.0,4,Urgent Servicing Required
299.0,True,600.0,4,No servicing required
149.0,False,254.0,4,No servicing required
216.0,False,951.0,4,Delay for servicing
531.0,True,931.0,2,Urgent Servicing Required
127.0,False,818.0,4,Urgent Servicing Required
555.0,False,703.0,4,Urgent Servicing Required
207.0,False,229.0,1,Perfect
617.0,False,899.0,2,Delay for servicing
137.0,False,338.0,1,Perfect
76.0,True,598.0,4,No servicing required
365.0,False,751.0,4,Urgent Servicing Required
257.0,True,853.0,4,Urgent Servicing Required
323.0,True,369.0,1,Perfect
121.0,True,890.0,2,Service required soon
522.0,False,724.0,3,Urgent Servicing Required
87.0,True,477.0,3,No servicing required
16.0,False,300.0,2,Perfect
122.0,True,867.0,1,Service required soon
276.0,True,597.0,2,No servicing required
522.0,True,572.0,1,No servicing required
741.0,True,894.0,1,Urgent Servicing Required
811.0,False,849.0,2,Delay for servicing
301.0,True,672.0,1,No servicing required
584.0,True,969.0,2,Delay for servicing
667.0,False,759.0,4,Delay for servicing
459.0,True,568.0,1,No servicing required
631.0,False,802.0,2,Delay for servicing
411.0,False,734.0,1,Service required soon
317.0,True,435.0,1,No servicing required
224.0,False,412.0,3,No servicing required
173.0,True,924.0,4,Urgent Servicing Required
59.0,True,283.0,4,Perfect
244.0,True,979.0,3,Urgent Servicing Required
821.0,False,940.0,2,Delay for servicing
706.0,False,843.0,2,Delay for servicing
641.0,True,718.0,2,Service required soon
77.0,False,404.0,4,No servicing required
586.0,True,800.0,1,Service required soon
12.0,False,623.0,4,No servicing required
445.0,True,788.0,1,Service required soon
283.0,True,998.0,2,Urgent Servicing Required
185.0,True,882.0,3,Service required soon
445.0,True,856.0,2,Urgent Servicing Required
691.0,True,757.0,2,Service required soon
277.0,True,286.0,1,Perfect
608.0,False,772.0,1,Urgent Servicing Required
495.0,True,643.0,4,No servicing required
774.0,False,845.0,1,Delay for servicing
310.0,True,692.0,1,No servicing required
200.0,False,832.0,4,Urgent Servicing Required
811.0,True,812.0,1,Urgent Servicing Required
518.0,True,920.0,2,Urgent Servicing Required
440.0,False,536.0,3,No servicing required
